,emocao,tempo,size
1043,Engajado,96.0,5
1044,Engajado,98.0,5
1045,Engajado,100.0,6
1046,Engajado,102.0,5
1047,Engajado,104.0,6
1048,Engajado,106.0,6
1049,Engajado,108.0,6
1050,Engajado,110.0,6
1051,Engajado,112.0,5
1052,Engajado,114.0,5
1053,Engajado,116.0,5
1054,Engajado,118.0,5
1055,Engajado,120.0,6
1056,Engajado,122.0,6
1057,Engajado,124.0,6
1058,Engajado,126.0,5
1059,Engajado,128.0,5
1060,Engajado,130.0,5
1061,Engajado,132.0,5
1062,Engajado,134.0,5
1063,Engajado,136.0,5
1064,Engajado,138.0,6
1065,Engajado,140.0,6
1066,Engajado,142.0,5
1067,Engajado,144.0,4
1068,Engajado,146.0,4
1069,Engajado,148.0,5
1070,Engajado,150.0,5
1071,Engajado,152.0,5
1072,Engajado,154.0,5
1073,Engajado,158.0,5
1074,Engajado,160.0,5
1075,Engajado,162.0,5
1076,Engajado,164.0,7
1077,Engajado,166.0,7
1078,Engajado,168.0,7
1079,Engajado,170.0,7
1080,Engajado,172.0,7
1081,Engajado,174.0,5
1082,Engajado,176.0,6
1083,Engajado,178.0,5
1084,Engajado,180.0,5
1085,Engajado,182.0,5
1086,Engajado,186.0,4
1087,Engajado,188.0,5
1088,Engajado,190.0,5
1089,Engajado,192.0,6
1090,Engajado,194.0,5
1091,Engajado,196.0,5
1092,Engajado,198.0,6
1093,Engajado,200.0,6
1094,Engajado,202.0,6
1095,Engajado,204.0,6
1096,Engajado,206.0,6
1097,Engajado,208.0,6
1098,Engajado,210.0,6
1099,Engajado,212.0,6
1100,Engajado,214.0,6
1101,Engajado,216.0,6
1102,Engajado,218.0,6
1103,Engajado,220.0,6
1104,Engajado,222.0,6
1105,Engajado,224.0,6
1106,Engajado,226.0,6
1107,Engajado,228.0,6
1108,Engajado,230.0,6
1109,Engajado,232.0,6
1110,Engajado,234.0,6
1111,Engajado,236.0,6
1112,Engajado,238.0,5
1113,Engajado,240.0,5
1114,Engajado,242.0,5
1115,Engajado,244.0,6
1116,Engajado,246.0,6
1117,Engajado,248.0,5
1118,Engajado,250.0,5
1119,Engajado,252.0,6
1120,Engajado,254.0,6
1121,Engajado,256.0,6
1122,Engajado,258.0,7
1123,Engajado,260.0,6
1124,Engajado,262.0,6
1125,Engajado,264.0,6
1126,Engajado,268.0,7
1127,Engajado,270.0,6
1128,Engajado,272.0,6
1129,Engajado,274.0,7
1130,Engajado,276.0,7
1131,Engajado,280.0,7
1132,Engajado,282.0,6
1133,Engajado,284.0,5
1134,Engajado,286.0,5
1135,Engajado,288.0,5
1136,Engajado,290.0,5
1137,Engajado,292.0,5
1138,Engajado,294.0,5
1139,Engajado,296.0,5
1140,Engajado,298.0,6
1141,Engajado,300.0,6
1142,Engajado,302.0,5
1143,Engajado,304.0,6
1144,Engajado,306.0,5
1145,Engajado,308.0,6
1146,Engajado,310.0,6
1147,Engajado,312.0,6
1148,Engajado,314.0,6
1149,Engajado,316.0,5
1150,Engajado,318.0,5
1151,Engajado,320.0,5
1152,Engajado,322.0,7
1153,Engajado,324.0,6
1154,Engajado,326.0,5
1155,Engajado,328.0,5
1156,Engajado,330.0,5
1157,Engajado,332.0,4
1158,Engajado,334.0,5
1159,Engajado,336.0,5
1160,Engajado,338.0,5
1161,Engajado,340.0,5
1162,Engajado,342.0,5
1163,Engajado,344.0,5
1164,Engajado,346.0,5
1165,Engajado,348.0,5
1166,Engajado,350.0,4
1167,Engajado,352.0,3
1168,Engajado,354.0,6
1169,Engajado,356.0,6
1170,Engajado,358.0,5
1171,Engajado,360.0,5
1172,Engajado,362.0,5
1173,Engajado,364.0,4
1174,Engajado,366.0,5
1175,Engajado,368.0,5
1176,Engajado,370.0,5
1177,Engajado,372.0,5
1178,Engajado,374.0,5
1179,Engajado,376.0,5
1180,Engajado,378.0,5
1181,Engajado,380.0,5
1182,Engajado,382.0,5
1183,Engajado,384.0,5
1184,Engajado,386.0,5
1185,Engajado,388.0,6
1186,Engajado,390.0,6
1187,Engajado,392.0,6
1188,Engajado,394.0,7
1189,Engajado,396.0,5
1190,Engajado,398.0,5
1191,Engajado,400.0,5
1192,Engajado,402.0,6
1193,Engajado,404.0,6
1194,Engajado,406.0,6
1195,Engajado,408.0,7
1196,Engajado,410.0,6
1197,Engajado,412.0,6
1198,Engajado,414.0,5
1199,Engajado,416.0,4
1200,Engajado,418.0,6
1201,Engajado,420.0,6
1202,Engajado,422.0,6
1203,Engajado,424.0,8
1204,Engajado,426.0,4
1205,Engajado,428.0,4
1206,Engajado,430.0,4
1207,Engajado,432.0,5
1208,Engajado,434.0,4
1209,Engajado,436.0,6
1210,Engajado,438.0,4
1211,Engajado,440.0,3
1212,Engajado,442.0,3
1213,Engajado,444.0,5
1214,Engajado,446.0,5
1215,Engajado,448.0,3
1216,Engajado,450.0,6
1217,Engajado,452.0,6
1218,Engajado,454.0,7
1219,Engajado,456.0,8
1220,Engajado,458.0,7
1221,Engajado,460.0,6
1222,Engajado,462.0,6
1223,Engajado,464.0,6
1224,Engajado,466.0,6
1225,Engajado,468.0,6
1226,Engajado,470.0,6
1227,Engajado,472.0,6
1228,Engajado,474.0,6
1229,Engajado,476.0,6
1230,Engajado,478.0,6
1231,Engajado,480.0,7
1232,Engajado,482.0,6
1233,Engajado,484.0,6
1234,Engajado,486.0,6
1235,Engajado,488.0,6
1236,Engajado,490.0,6
1237,Engajado,492.0,6
1238,Engajado,494.0,6
1239,Engajado,496.0,6
1240,Engajado,498.0,6
1241,Engajado,500.0,6
1242,Engajado,502.0,6
1243,Engajado,504.0,6
1244,Engajado,506.0,6
1245,Engajado,508.0,6
1246,Engajado,510.0,6
1247,Engajado,512.0,6
1248,Engajado,514.0,6
1249,Engajado,516.0,6
1250,Engajado,518.0,6
1251,Engajado,520.0,6
1252,Engajado,522.0,4
1253,Engajado,524.0,4
1254,Engajado,526.0,4
1255,Engajado,528.0,4
1256,Engajado,530.0,5
1257,Engajado,532.0,4
1258,Engajado,534.0,4
1259,Engajado,536.0,4
1260,Engajado,538.0,4
1261,Engajado,540.0,4
1262,Engajado,542.0,5
1263,Engajado,544.0,5
1264,Engajado,548.0,4
1265,Engajado,550.0,5
1266,Engajado,558.0,5
1267,Engajado,560.0,5
1268,Engajado,562.0,6
1269,Engajado,564.0,7
1270,Engajado,566.0,5
1271,Engajado,568.0,5
1272,Engajado,570.0,5
1273,Engajado,572.0,6
1274,Engajado,574.0,5
1275,Engajado,576.0,5
1276,Engajado,578.0,4
1277,Engajado,580.0,4
1278,Engajado,582.0,4
1279,Engajado,584.0,4
1280,Engajado,586.0,4
1281,Engajado,588.0,4
1282,Engajado,590.0,4
1283,Engajado,592.0,5
1284,Engajado,594.0,4
1285,Engajado,596.0,5
1286,Engajado,598.0,4
1287,Engajado,600.0,4
1288,Engajado,602.0,4
1289,Engajado,604.0,4
1290,Engajado,606.0,4
1291,Engajado,608.0,3
1292,Engajado,610.0,4
1293,Engajado,612.0,4
1294,Engajado,614.0,4
1295,Engajado,616.0,5
1296,Engajado,618.0,5
1297,Engajado,620.0,5
1298,Engajado,622.0,5
1299,Engajado,624.0,5
1300,Engajado,626.0,4
1301,Engajado,628.0,4
1302,Engajado,630.0,4
1303,Engajado,632.0,5
1304,Engajado,634.0,4
1305,Engajado,636.0,4
1306,Engajado,638.0,4
1307,Engajado,640.0,6
1308,Engajado,642.0,6
1309,Engajado,644.0,6
1310,Engajado,646.0,5
1311,Engajado,648.0,5
1312,Engajado,650.0,6
1313,Engajado,652.0,5
1314,Engajado,654.0,6
1315,Engajado,656.0,6
1316,Engajado,658.0,5
1317,Engajado,660.0,5
1318,Engajado,662.0,5
1319,Engajado,664.0,5
1320,Engajado,670.0,7
1321,Engajado,674.0,6
1322,Engajado,678.0,6
1323,Engajado,680.0,5
1324,Engajado,682.0,4
1325,Engajado,684.0,5
1326,Engajado,686.0,5
1327,Engajado,688.0,7
1328,Animado,0.0,2
1329,Animado,2.0,3
1330,Animado,4.0,3
1331,Animado,6.0,2
1332,Animado,8.0,3
1333,Animado,10.0,4
1334,Animado,12.0,2
1335,Animado,14.0,2
1336,Animado,16.0,2
1337,Animado,18.0,2
1338,Animado,20.0,2
1339,Animado,22.0,3
1340,Animado,24.0,2
1341,Animado,28.0,1
1342,Animado,32.0,4
1343,Animado,34.0,2
1344,Animado,36.0,1
1345,Animado,38.0,1
1346,Animado,40.0,1
1347,Animado,42.0,1
1348,Animado,44.0,2
1349,Animado,46.0,2
1350,Animado,48.0,2
1351,Animado,50.0,2
1352,Animado,52.0,2
1353,Animado,54.0,2
1354,Animado,56.0,2
1355,Animado,58.0,3
1356,Animado,60.0,3
1357,Animado,62.0,1
1358,Animado,64.0,3
1359,Animado,66.0,2
1360,Animado,68.0,3
1361,Animado,70.0,3
1362,Animado,72.0,1
1363,Animado,74.0,2
1364,Animado,76.0,2
1365,Animado,78.0,2
1366,Animado,80.0,2
1367,Animado,82.0,2
1368,Animado,84.0,3
1369,Animado,86.0,3
1370,Animado,88.0,3
1371,Animado,90.0,3
1372,Animado,92.0,3
1373,Animado,94.0,3
1374,Animado,96.0,3
1375,Animado,98.0,3
1376,Animado,100.0,2
1377,Animado,102.0,3
1378,Animado,104.0,2
1379,Animado,106.0,2
1380,Animado,108.0,2
1381,Animado,110.0,2
1382,Animado,112.0,3
1383,Animado,114.0,3
1384,Animado,116.0,3
1385,Animado,118.0,3
1386,Animado,120.0,2
1387,Animado,122.0,3
1388,Animado,124.0,2
1389,Animado,126.0,2
1390,Animado,128.0,2
1391,Animado,130.0,3
1392,Animado,132.0,3
1393,Animado,134.0,3
1394,Animado,136.0,3
1395,Animado,138.0,2
1396,Animado,140.0,1
1397,Animado,142.0,2
1398,Animado,144.0,3
1399,Animado,146.0,3
1400,Animado,148.0,3
1401,Animado,150.0,3
1402,Animado,152.0,3
1403,Animado,154.0,3
1404,Animado,158.0,2
1405,Animado,160.0,4
1406,Animado,162.0,3
1407,Animado,164.0,1
1408,Animado,166.0,1
1409,Animado,168.0,1
1410,Animado,170.0,1
1411,Animado,172.0,1
1412,Animado,174.0,3
1413,Animado,176.0,3
1414,Animado,178.0,3
1415,Animado,180.0,3
1416,Animado,182.0,3
1417,Animado,186.0,5
1418,Animado,188.0,4
1419,Animado,190.0,3
1420,Animado,192.0,2
1421,Animado,194.0,4
1422,Animado,196.0,3
1423,Animado,198.0,2
1424,Animado,200.0,2
1425,Animado,202.0,2
1426,Animado,204.0,2
1427,Animado,206.0,2
1428,Animado,208.0,2
1429,Animado,210.0,2
1430,Animado,212.0,2
1431,Animado,214.0,2
1432,Animado,216.0,2
1433,Animado,218.0,2
1434,Animado,220.0,2
1435,Animado,222.0,2
1436,Animado,224.0,2
1437,Animado,226.0,2
1438,Animado,228.0,2
1439,Animado,230.0,2
1440,Animado,232.0,2
1441,Animado,234.0,2
1442,Animado,236.0,2
1443,Animado,238.0,3
1444,Animado,240.0,3
1445,Animado,242.0,3
1446,Animado,244.0,2
1447,Animado,246.0,2
1448,Animado,248.0,3
1449,Animado,250.0,3
1450,Animado,252.0,2
1451,Animado,254.0,2
1452,Animado,256.0,2
1453,Animado,258.0,1
1454,Animado,260.0,2
1455,Animado,262.0,2
1456,Animado,264.0,2
1457,Animado,268.0,2
1458,Animado,270.0,2
1459,Animado,272.0,2
1460,Animado,274.0,1
1461,Animado,276.0,1
1462,Animado,280.0,1
1463,Animado,282.0,2
1464,Animado,284.0,4
1465,Animado,286.0,4
1466,Animado,288.0,3
1467,Animado,290.0,4
1468,Animado,292.0,3
1469,Animado,294.0,3
1470,Animado,296.0,3
1471,Animado,298.0,2
1472,Animado,300.0,2
1473,Animado,302.0,3
1474,Animado,304.0,3
1475,Animado,306.0,4
1476,Animado,308.0,3
1477,Animado,310.0,3
1478,Animado,312.0,2
1479,Animado,314.0,3
1480,Animado,316.0,4
1481,Animado,318.0,2
1482,Animado,320.0,4
1483,Animado,322.0,1
1484,Animado,324.0,2
1485,Animado,326.0,3
1486,Animado,328.0,3
1487,Animado,330.0,3
1488,Animado,332.0,4
1489,Animado,334.0,4
1490,Animado,336.0,3
1491,Animado,338.0,3
1492,Animado,340.0,3
1493,Animado,342.0,3
1494,Animado,344.0,3
1495,Animado,346.0,3
1496,Animado,348.0,3
1497,Animado,350.0,4
1498,Animado,352.0,5
1499,Animado,354.0,1
1500,Animado,356.0,2
1501,Animado,358.0,2
1502,Animado,360.0,2
1503,Animado,362.0,2
1504,Animado,364.0,4
1505,Animado,366.0,3
1506,Animado,368.0,3
1507,Animado,370.0,3
1508,Animado,372.0,3
1509,Animado,374.0,3
1510,Animado,376.0,1
1511,Animado,378.0,2
1512,Animado,380.0,4
1513,Animado,382.0,2
1514,Animado,384.0,2
1515,Animado,386.0,3
1516,Animado,388.0,2
1517,Animado,390.0,2
1518,Animado,392.0,2
1519,Animado,394.0,1
1520,Animado,396.0,3
1521,Animado,398.0,2
1522,Animado,400.0,2
1523,Animado,402.0,2
1524,Animado,404.0,2
1525,Animado,406.0,2
1526,Animado,408.0,1
1527,Animado,410.0,2
1528,Animado,412.0,2
1529,Animado,414.0,3
1530,Animado,416.0,4
1531,Animado,418.0,2
1532,Animado,420.0,2
1533,Animado,422.0,2
1534,Animado,426.0,4
1535,Animado,428.0,4
1536,Animado,430.0,4
1537,Animado,432.0,3
1538,Animado,434.0,4
1539,Animado,436.0,2
1540,Animado,438.0,4
1541,Animado,440.0,4
1542,Animado,442.0,4
1543,Animado,444.0,3
1544,Animado,446.0,3
1545,Animado,448.0,5
1546,Animado,450.0,2
1547,Animado,452.0,2
1548,Animado,454.0,1
1549,Animado,458.0,1
1550,Animado,460.0,3
1551,Animado,462.0,2
1552,Animado,464.0,2
1553,Animado,466.0,2
1554,Animado,468.0,2
1555,Animado,470.0,2
1556,Animado,472.0,3
1557,Animado,474.0,2
1558,Animado,476.0,2
1559,Animado,478.0,3
1560,Animado,480.0,1
1561,Animado,482.0,2
1562,Animado,484.0,2
1563,Animado,486.0,2
1564,Animado,488.0,3
1565,Animado,490.0,3
1566,Animado,492.0,2
1567,Animado,494.0,2
1568,Animado,496.0,3
1569,Animado,498.0,2
1570,Animado,500.0,2
1571,Animado,502.0,2
1572,Animado,504.0,2
1573,Animado,506.0,2
1574,Animado,508.0,3
1575,Animado,510.0,3
1576,Animado,512.0,3
1577,Animado,514.0,1
1578,Animado,516.0,3
1579,Animado,518.0,2
1580,Animado,520.0,2
1581,Animado,522.0,5
1582,Animado,524.0,4
1583,Animado,526.0,4
1584,Animado,528.0,4
1585,Animado,530.0,3
1586,Animado,532.0,5
1587,Animado,534.0,5
1588,Animado,536.0,5
1589,Animado,538.0,5
1590,Animado,540.0,5
1591,Animado,542.0,4
1592,Animado,544.0,3
1593,Animado,548.0,4
1594,Animado,550.0,3
1595,Animado,558.0,3
1596,Animado,560.0,4
1597,Animado,562.0,3
1598,Animado,564.0,2
1599,Animado,566.0,4
1600,Animado,568.0,4
1601,Animado,570.0,4
1602,Animado,572.0,2
1603,Animado,574.0,3
1604,Animado,576.0,4
1605,Animado,578.0,5
1606,Animado,580.0,4
1607,Animado,582.0,5
1608,Animado,584.0,3
1609,Animado,586.0,4
1610,Animado,588.0,4
1611,Animado,590.0,3
1612,Animado,592.0,2
1613,Animado,594.0,2
1614,Animado,596.0,3
1615,Animado,598.0,4
1616,Animado,600.0,5
1617,Animado,602.0,4
1618,Animado,604.0,4
1619,Animado,606.0,3
1620,Animado,608.0,4
1621,Animado,610.0,3
1622,Animado,612.0,4
1623,Animado,614.0,2
1624,Animado,616.0,2
1625,Animado,618.0,2
1626,Animado,620.0,2
1627,Animado,622.0,3
1628,Animado,624.0,3
1629,Animado,626.0,3
1630,Animado,628.0,3
1631,Animado,630.0,3
1632,Animado,632.0,3
1633,Animado,634.0,1
1634,Animado,636.0,3
1635,Animado,638.0,3
1636,Animado,640.0,1
1637,Animado,642.0,1
1638,Animado,644.0,1
1639,Animado,646.0,2
1640,Animado,648.0,2
1641,Animado,650.0,1
1642,Animado,652.0,2
1643,Animado,654.0,1
1644,Animado,656.0,2
1645,Animado,658.0,2
1646,Animado,660.0,2
1647,Animado,662.0,2
1648,Animado,664.0,2
1649,Animado,670.0,1
1650,Animado,674.0,2
1651,Animado,678.0,1
1652,Animado,680.0,2
1653,Animado,682.0,2
1654,Animado,684.0,1
1655,Animado,686.0,2
1656,Animado,688.0,1
1657,Fadiga,0.0,5
1658,Fadiga,2.0,5
1659,Fadiga,4.0,4
1660,Fadiga,6.0,5
1661,Fadiga,8.0,4
1662,Fadiga,10.0,4
1663,Fadiga,12.0,4
1664,Fadiga,14.0,3
1665,Fadiga,16.0,3
1666,Fadiga,18.0,4
1667,Fadiga,20.0,3
1668,Fadiga,22.0,4
1669,Fadiga,24.0,4
1670,Fadiga,28.0,4
1671,Fadiga,30.0,4
1672,Fadiga,32.0,5
1673,Fadiga,34.0,4
1674,Fadiga,36.0,4
1675,Fadiga,38.0,3
1676,Fadiga,40.0,3
1677,Fadiga,42.0,4
1678,Fadiga,44.0,2
1679,Fadiga,46.0,2
1680,Fadiga,48.0,3
1681,Fadiga,50.0,4
1682,Fadiga,52.0,2
1683,Fadiga,54.0,4
1684,Fadiga,56.0,3
1685,Fadiga,58.0,4
1686,Fadiga,60.0,4
1687,Fadiga,62.0,4
1688,Fadiga,64.0,4
1689,Fadiga,66.0,3
1690,Fadiga,68.0,4
1691,Fadiga,70.0,3
1692,Fadiga,72.0,3
1693,Fadiga,74.0,4
1694,Fadiga,76.0,3
1695,Fadiga,78.0,2
1696,Fadiga,80.0,4
1697,Fadiga,82.0,4
1698,Fadiga,84.0,4
1699,Fadiga,86.0,4
1700,Fadiga,88.0,4
1701,Fadiga,90.0,4
1702,Fadiga,92.0,4
1703,Fadiga,94.0,4
1704,Fadiga,96.0,4
1705,Fadiga,98.0,4
1706,Fadiga,100.0,4
1707,Fadiga,102.0,4
1708,Fadiga,104.0,4
1709,Fadiga,106.0,3
1710,Fadiga,108.0,4
1711,Fadiga,110.0,3
1712,Fadiga,112.0,4
1713,Fadiga,114.0,4
1714,Fadiga,116.0,4
1715,Fadiga,118.0,4
1716,Fadiga,120.0,3
1717,Fadiga,122.0,3
1718,Fadiga,124.0,3
1719,Fadiga,126.0,4
1720,Fadiga,128.0,4
1721,Fadiga,130.0,4
1722,Fadiga,132.0,4
1723,Fadiga,134.0,4
1724,Fadiga,136.0,4
1725,Fadiga,138.0,4
1726,Fadiga,140.0,4
1727,Fadiga,142.0,3
1728,Fadiga,144.0,5
1729,Fadiga,146.0,5
1730,Fadiga,148.0,3
1731,Fadiga,150.0,3
1732,Fadiga,152.0,4
1733,Fadiga,154.0,3
1734,Fadiga,158.0,4
1735,Fadiga,160.0,3
1736,Fadiga,162.0,4
1737,Fadiga,164.0,3
1738,Fadiga,166.0,3
1739,Fadiga,168.0,2
1740,Fadiga,170.0,2
1741,Fadiga,172.0,2
1742,Fadiga,174.0,3
1743,Fadiga,176.0,2
1744,Fadiga,178.0,4
1745,Fadiga,180.0,4
1746,Fadiga,182.0,5
1747,Fadiga,186.0,4
1748,Fadiga,188.0,3
1749,Fadiga,190.0,3
1750,Fadiga,192.0,4
1751,Fadiga,194.0,4
1752,Fadiga,196.0,3
1753,Fadiga,198.0,3
1754,Fadiga,200.0,3
1755,Fadiga,202.0,3
1756,Fadiga,204.0,3
1757,Fadiga,206.0,3
1758,Fadiga,208.0,3
1759,Fadiga,210.0,3
1760,Fadiga,212.0,3
1761,Fadiga,214.0,3
1762,Fadiga,216.0,3
1763,Fadiga,218.0,3
1764,Fadiga,220.0,3
1765,Fadiga,222.0,3
1766,Fadiga,224.0,4
1767,Fadiga,226.0,3
1768,Fadiga,228.0,3
1769,Fadiga,230.0,3
1770,Fadiga,232.0,3
1771,Fadiga,234.0,3
1772,Fadiga,236.0,3
1773,Fadiga,238.0,4
1774,Fadiga,240.0,4
1775,Fadiga,242.0,4
1776,Fadiga,244.0,4
1777,Fadiga,246.0,4
1778,Fadiga,248.0,4
1779,Fadiga,250.0,4
1780,Fadiga,252.0,4
1781,Fadiga,254.0,3
1782,Fadiga,256.0,2
1783,Fadiga,258.0,3
1784,Fadiga,260.0,3
1785,Fadiga,262.0,3
1786,Fadiga,264.0,3
1787,Fadiga,268.0,2
1788,Fadiga,270.0,3
1789,Fadiga,272.0,4
1790,Fadiga,274.0,2
1791,Fadiga,276.0,2
1792,Fadiga,280.0,2
1793,Fadiga,282.0,3
1794,Fadiga,284.0,2
1795,Fadiga,286.0,2
1796,Fadiga,288.0,3
1797,Fadiga,290.0,2
1798,Fadiga,292.0,3
1799,Fadiga,294.0,3
1800,Fadiga,296.0,3
1801,Fadiga,298.0,3
1802,Fadiga,300.0,4
1803,Fadiga,302.0,4
1804,Fadiga,304.0,3
1805,Fadiga,306.0,4
1806,Fadiga,308.0,4
1807,Fadiga,310.0,4
1808,Fadiga,312.0,4
1809,Fadiga,314.0,2
1810,Fadiga,316.0,2
1811,Fadiga,318.0,4
1812,Fadiga,320.0,2
1813,Fadiga,322.0,3
1814,Fadiga,324.0,3
1815,Fadiga,326.0,5
1816,Fadiga,328.0,5
1817,Fadiga,330.0,5
1818,Fadiga,332.0,5
1819,Fadiga,334.0,4
1820,Fadiga,336.0,3
1821,Fadiga,338.0,4
1822,Fadiga,340.0,4
1823,Fadiga,342.0,5
1824,Fadiga,344.0,3
1825,Fadiga,346.0,3
1826,Fadiga,348.0,4
1827,Fadiga,350.0,5
1828,Fadiga,352.0,6
1829,Fadiga,354.0,6
1830,Fadiga,356.0,4
1831,Fadiga,358.0,4
1832,Fadiga,360.0,4
1833,Fadiga,362.0,4
1834,Fadiga,364.0,6
1835,Fadiga,366.0,5
1836,Fadiga,368.0,4
1837,Fadiga,370.0,5
1838,Fadiga,372.0,4
1839,Fadiga,374.0,4
1840,Fadiga,376.0,4
1841,Fadiga,378.0,5
1842,Fadiga,380.0,4
1843,Fadiga,382.0,4
1844,Fadiga,384.0,4
1845,Fadiga,386.0,6
1846,Fadiga,388.0,4
1847,Fadiga,390.0,5
1848,Fadiga,392.0,3
1849,Fadiga,394.0,3
1850,Fadiga,396.0,5
1851,Fadiga,398.0,5
1852,Fadiga,400.0,5
1853,Fadiga,402.0,3
1854,Fadiga,404.0,4
1855,Fadiga,406.0,4
1856,Fadiga,408.0,4
1857,Fadiga,410.0,4
1858,Fadiga,412.0,4
1859,Fadiga,414.0,4
1860,Fadiga,416.0,5
1861,Fadiga,418.0,4
1862,Fadiga,420.0,5
1863,Fadiga,422.0,5
1864,Fadiga,424.0,6
1865,Fadiga,426.0,6
1866,Fadiga,428.0,5
1867,Fadiga,430.0,6
1868,Fadiga,432.0,5
1869,Fadiga,434.0,6
1870,Fadiga,436.0,5
1871,Fadiga,438.0,5
1872,Fadiga,440.0,6
1873,Fadiga,442.0,6
1874,Fadiga,444.0,5
1875,Fadiga,446.0,5
1876,Fadiga,448.0,6
1877,Fadiga,450.0,5
1878,Fadiga,452.0,4
1879,Fadiga,454.0,3
1880,Fadiga,456.0,3
1881,Fadiga,458.0,3
1882,Fadiga,460.0,3
1883,Fadiga,462.0,5
1884,Fadiga,464.0,5
1885,Fadiga,466.0,5
1886,Fadiga,468.0,5
1887,Fadiga,470.0,3
1888,Fadiga,472.0,3
1889,Fadiga,474.0,4
1890,Fadiga,476.0,3
1891,Fadiga,478.0,3
1892,Fadiga,480.0,3
1893,Fadiga,482.0,3
1894,Fadiga,484.0,3
1895,Fadiga,486.0,3
1896,Fadiga,488.0,2
1897,Fadiga,490.0,3
1898,Fadiga,492.0,3
1899,Fadiga,494.0,3
1900,Fadiga,496.0,4
1901,Fadiga,498.0,3
1902,Fadiga,500.0,3
1903,Fadiga,502.0,3
1904,Fadiga,504.0,3
1905,Fadiga,506.0,3
1906,Fadiga,508.0,3
1907,Fadiga,510.0,3
1908,Fadiga,512.0,2
1909,Fadiga,514.0,3
1910,Fadiga,516.0,2
1911,Fadiga,518.0,3
1912,Fadiga,520.0,3
1913,Fadiga,522.0,5
1914,Fadiga,524.0,5
1915,Fadiga,526.0,5
1916,Fadiga,528.0,5
1917,Fadiga,530.0,5
1918,Fadiga,532.0,5
1919,Fadiga,534.0,4
1920,Fadiga,536.0,4
1921,Fadiga,538.0,5
1922,Fadiga,540.0,5
1923,Fadiga,542.0,4
1924,Fadiga,544.0,5
1925,Fadiga,548.0,5
1926,Fadiga,550.0,4
1927,Fadiga,558.0,4
1928,Fadiga,560.0,4
1929,Fadiga,562.0,3
1930,Fadiga,564.0,2
1931,Fadiga,566.0,4
1932,Fadiga,568.0,4
1933,Fadiga,570.0,4
1934,Fadiga,572.0,4
1935,Fadiga,574.0,4
1936,Fadiga,576.0,3
1937,Fadiga,578.0,4
1938,Fadiga,580.0,3
1939,Fadiga,582.0,4
1940,Fadiga,584.0,4
1941,Fadiga,586.0,5
1942,Fadiga,588.0,5
1943,Fadiga,590.0,5
1944,Fadiga,592.0,5
1945,Fadiga,594.0,5
1946,Fadiga,596.0,4
1947,Fadiga,598.0,5
1948,Fadiga,600.0,4
1949,Fadiga,602.0,5
1950,Fadiga,604.0,5
1951,Fadiga,606.0,5
1952,Fadiga,608.0,6
1953,Fadiga,610.0,5
1954,Fadiga,612.0,5
1955,Fadiga,614.0,5
1956,Fadiga,616.0,4
1957,Fadiga,618.0,5
1958,Fadiga,620.0,5
1959,Fadiga,622.0,4
1960,Fadiga,624.0,2
1961,Fadiga,626.0,4
1962,Fadiga,628.0,5
1963,Fadiga,630.0,4
1964,Fadiga,632.0,4
1965,Fadiga,634.0,5
1966,Fadiga,636.0,4
1967,Fadiga,638.0,4
1968,Fadiga,640.0,4
1969,Fadiga,642.0,4
1970,Fadiga,644.0,4
1971,Fadiga,646.0,4
1972,Fadiga,648.0,4
1973,Fadiga,650.0,4
1974,Fadiga,652.0,4
1975,Fadiga,654.0,4
1976,Fadiga,656.0,4
1977,Fadiga,658.0,5
1978,Fadiga,660.0,5
1979,Fadiga,662.0,5
1980,Fadiga,664.0,5
1981,Fadiga,670.0,3
1982,Fadiga,674.0,4
1983,Fadiga,678.0,4
1984,Fadiga,680.0,6
1985,Fadiga,682.0,5
1986,Fadiga,684.0,5
1987,Fadiga,686.0,4
1988,Fadiga,688.0,4
1989,Surpreso,0.0,7
1990,Surpreso,2.0,7
1991,Surpreso,4.0,7
1992,Surpreso,6.0,7
1993,Surpreso,8.0,7
1994,Surpreso,10.0,6
1995,Surpreso,12.0,6
1996,Surpreso,14.0,7
1997,Surpreso,16.0,7
1998,Surpreso,18.0,7
1999,Surpreso,20.0,7
2000,Surpreso,22.0,6
2001,Surpreso,24.0,7
2002,Surpreso,28.0,8
2003,Surpreso,30.0,9
2004,Surpreso,32.0,6
2005,Surpreso,34.0,6
2006,Surpreso,36.0,6
2007,Surpreso,38.0,7
2008,Surpreso,40.0,8
2009,Surpreso,42.0,7
2010,Surpreso,44.0,8
2011,Surpreso,46.0,8
2012,Surpreso,48.0,8
2013,Surpreso,50.0,7
2014,Surpreso,52.0,8
2015,Surpreso,54.0,7
2016,Surpreso,56.0,7
2017,Surpreso,58.0,6
2018,Surpreso,60.0,6
2019,Surpreso,62.0,7
2020,Surpreso,64.0,6
2021,Surpreso,66.0,7
2022,Surpreso,68.0,6
2023,Surpreso,70.0,7
2024,Surpreso,72.0,7
2025,Surpreso,74.0,7
2026,Surpreso,76.0,7
2027,Surpreso,78.0,7
2028,Surpreso,80.0,6
2029,Surpreso,82.0,7
2030,Surpreso,84.0,6
2031,Surpreso,86.0,6
2032,Surpreso,88.0,6
2033,Surpreso,90.0,6
2034,Surpreso,92.0,6
2035,Surpreso,94.0,6
2036,Surpreso,96.0,6
2037,Surpreso,98.0,6
