,pessoa,tempo,emocao
0,,0.0,
1,0,0.0,Affection
2,0,0.0,Annoyance
3,0,0.0,Aversion
4,0,0.0,Disquietment
5,0,0.0,Embarrassment
6,0,0.0,Fatigue
7,0,0.0,Fear
8,0,0.0,Happiness
9,0,0.0,Pain
10,0,0.0,Peace
11,0,0.0,Sadness
12,0,0.0,Sensitivity
13,0,0.0,Surprise
14,0,0.0,Sympathy
15,0,2.0,Affection
16,0,2.0,Annoyance
17,0,2.0,Anticipation
18,0,2.0,Aversion
19,0,2.0,Disquietment
20,0,2.0,Embarrassment
21,0,2.0,Fatigue
22,0,2.0,Fear
23,0,2.0,Happiness
24,0,2.0,Pain
25,0,2.0,Peace
26,0,2.0,Sadness
27,0,2.0,Sensitivity
28,0,2.0,Surprise
29,0,2.0,Sympathy
30,0,4.0,Affection
31,0,4.0,Annoyance
32,0,4.0,Anticipation
33,0,4.0,Aversion
34,0,4.0,Disquietment
35,0,4.0,Embarrassment
36,0,4.0,Fatigue
37,0,4.0,Fear
38,0,4.0,Happiness
39,0,4.0,Pain
40,0,4.0,Peace
41,0,4.0,Sadness
42,0,4.0,Sensitivity
43,0,4.0,Surprise
44,0,4.0,Sympathy
45,0,6.0,Affection
46,0,6.0,Annoyance
47,0,6.0,Anticipation
48,0,6.0,Aversion
49,0,6.0,Disquietment
50,0,6.0,Embarrassment
51,0,6.0,Fatigue
52,0,6.0,Fear
53,0,6.0,Happiness
54,0,6.0,Pain
55,0,6.0,Peace
56,0,6.0,Sadness
57,0,6.0,Sensitivity
58,0,6.0,Surprise
59,0,6.0,Sympathy
60,0,8.0,Affection
61,0,8.0,Annoyance
62,0,8.0,Anticipation
63,0,8.0,Aversion
64,0,8.0,Disquietment
65,0,8.0,Embarrassment
66,0,8.0,Fatigue
67,0,8.0,Fear
68,0,8.0,Happiness
69,0,8.0,Pain
70,0,8.0,Peace
71,0,8.0,Sadness
72,0,8.0,Sensitivity
73,0,8.0,Surprise
74,0,8.0,Sympathy
75,0,10.0,Affection
76,0,10.0,Annoyance
77,0,10.0,Anticipation
78,0,10.0,Aversion
79,0,10.0,Disquietment
80,0,10.0,Embarrassment
81,0,10.0,Fatigue
82,0,10.0,Fear
83,0,10.0,Happiness
84,0,10.0,Pain
85,0,10.0,Peace
86,0,10.0,Sadness
87,0,10.0,Sensitivity
88,0,10.0,Surprise
89,0,10.0,Sympathy
90,0,12.0,Affection
91,0,12.0,Annoyance
92,0,12.0,Anticipation
93,0,12.0,Aversion
94,0,12.0,Disquietment
95,0,12.0,Embarrassment
96,0,12.0,Fatigue
97,0,12.0,Fear
98,0,12.0,Happiness
99,0,12.0,Pain
100,0,12.0,Peace
101,0,12.0,Sadness
102,0,12.0,Sensitivity
103,0,12.0,Surprise
104,0,12.0,Sympathy
105,0,14.0,Affection
106,0,14.0,Annoyance
107,0,14.0,Anticipation
108,0,14.0,Aversion
109,0,14.0,Disquietment
110,0,14.0,Embarrassment
111,0,14.0,Fatigue
112,0,14.0,Fear
113,0,14.0,Happiness
114,0,14.0,Pain
115,0,14.0,Peace
116,0,14.0,Sadness
117,0,14.0,Sensitivity
118,0,14.0,Surprise
119,0,14.0,Sympathy
120,0,16.0,Affection
121,0,16.0,Annoyance
122,0,16.0,Anticipation
123,0,16.0,Aversion
124,0,16.0,Disquietment
125,0,16.0,Embarrassment
126,0,16.0,Fatigue
127,0,16.0,Fear
128,0,16.0,Happiness
129,0,16.0,Pain
130,0,16.0,Peace
131,0,16.0,Sadness
132,0,16.0,Sensitivity
133,0,16.0,Surprise
134,0,16.0,Sympathy
135,0,18.0,Affection
136,0,18.0,Annoyance
137,0,18.0,Anticipation
138,0,18.0,Aversion
139,0,18.0,Disquietment
140,0,18.0,Embarrassment
141,0,18.0,Fatigue
142,0,18.0,Fear
143,0,18.0,Happiness
144,0,18.0,Pain
145,0,18.0,Peace
146,0,18.0,Sadness
147,0,18.0,Sensitivity
148,0,18.0,Surprise
149,0,18.0,Sympathy
150,0,20.0,Affection
151,0,20.0,Annoyance
152,0,20.0,Anticipation
153,0,20.0,Aversion
154,0,20.0,Disquietment
155,0,20.0,Embarrassment
156,0,20.0,Fatigue
157,0,20.0,Fear
158,0,20.0,Happiness
159,0,20.0,Pain
160,0,20.0,Peace
161,0,20.0,Sadness
162,0,20.0,Sensitivity
163,0,20.0,Surprise
164,0,20.0,Sympathy
165,0,22.0,Affection
166,0,22.0,Annoyance
167,0,22.0,Anticipation
168,0,22.0,Aversion
169,0,22.0,Disquietment
170,0,22.0,Embarrassment
171,0,22.0,Fatigue
172,0,22.0,Fear
173,0,22.0,Happiness
174,0,22.0,Pain
175,0,22.0,Peace
176,0,22.0,Sadness
177,0,22.0,Sensitivity
178,0,22.0,Surprise
179,0,22.0,Sympathy
180,0,24.0,Affection
181,0,24.0,Annoyance
182,0,24.0,Anticipation
183,0,24.0,Aversion
184,0,24.0,Disquietment
185,0,24.0,Embarrassment
186,0,24.0,Fatigue
187,0,24.0,Fear
188,0,24.0,Happiness
189,0,24.0,Pain
190,0,24.0,Peace
191,0,24.0,Sadness
192,0,24.0,Sensitivity
193,0,24.0,Surprise
194,0,24.0,Sympathy
195,0,28.0,Affection
196,0,28.0,Annoyance
197,0,28.0,Anticipation
198,0,28.0,Aversion
199,0,28.0,Disquietment
200,0,28.0,Embarrassment
201,0,28.0,Fatigue
202,0,28.0,Fear
203,0,28.0,Happiness
204,0,28.0,Pain
205,0,28.0,Peace
206,0,28.0,Sadness
207,0,28.0,Sensitivity
208,0,28.0,Surprise
209,0,28.0,Sympathy
210,0,30.0,Affection
211,0,30.0,Annoyance
212,0,30.0,Anticipation
213,0,30.0,Aversion
214,0,30.0,Disquietment
215,0,30.0,Embarrassment
216,0,30.0,Fatigue
217,0,30.0,Fear
218,0,30.0,Happiness
219,0,30.0,Pain
220,0,30.0,Peace
221,0,30.0,Sadness
222,0,30.0,Sensitivity
223,0,30.0,Surprise
224,0,30.0,Sympathy
225,0,32.0,Affection
226,0,32.0,Annoyance
227,0,32.0,Anticipation
228,0,32.0,Aversion
229,0,32.0,Disquietment
230,0,32.0,Embarrassment
231,0,32.0,Fatigue
232,0,32.0,Fear
233,0,32.0,Happiness
234,0,32.0,Pain
235,0,32.0,Peace
236,0,32.0,Sadness
237,0,32.0,Sensitivity
238,0,32.0,Surprise
239,0,32.0,Sympathy
240,0,34.0,Affection
241,0,34.0,Annoyance
242,0,34.0,Anticipation
243,0,34.0,Aversion
244,0,34.0,Disquietment
245,0,34.0,Embarrassment
246,0,34.0,Fatigue
247,0,34.0,Fear
248,0,34.0,Happiness
249,0,34.0,Pain
250,0,34.0,Peace
251,0,34.0,Sadness
252,0,34.0,Sensitivity
253,0,34.0,Surprise
254,0,34.0,Sympathy
255,0,36.0,Affection
256,0,36.0,Annoyance
257,0,36.0,Anticipation
258,0,36.0,Aversion
259,0,36.0,Disquietment
260,0,36.0,Embarrassment
261,0,36.0,Fatigue
262,0,36.0,Fear
263,0,36.0,Happiness
264,0,36.0,Pain
265,0,36.0,Peace
266,0,36.0,Sadness
267,0,36.0,Sensitivity
268,0,36.0,Surprise
269,0,36.0,Sympathy
270,0,38.0,Affection
271,0,38.0,Annoyance
272,0,38.0,Anticipation
273,0,38.0,Aversion
274,0,38.0,Disquietment
275,0,38.0,Embarrassment
276,0,38.0,Fatigue
277,0,38.0,Fear
278,0,38.0,Happiness
279,0,38.0,Pain
280,0,38.0,Peace
281,0,38.0,Sadness
282,0,38.0,Sensitivity
283,0,38.0,Surprise
284,0,38.0,Sympathy
285,0,40.0,Affection
286,0,40.0,Annoyance
287,0,40.0,Anticipation
288,0,40.0,Aversion
289,0,40.0,Disquietment
290,0,40.0,Embarrassment
291,0,40.0,Fatigue
292,0,40.0,Fear
293,0,40.0,Happiness
294,0,40.0,Pain
295,0,40.0,Peace
296,0,40.0,Sadness
297,0,40.0,Sensitivity
298,0,40.0,Surprise
299,0,40.0,Sympathy
300,0,42.0,Affection
301,0,42.0,Annoyance
302,0,42.0,Anticipation
303,0,42.0,Aversion
304,0,42.0,Disquietment
305,0,42.0,Embarrassment
306,0,42.0,Fatigue
307,0,42.0,Fear
308,0,42.0,Happiness
309,0,42.0,Pain
310,0,42.0,Peace
311,0,42.0,Sadness
312,0,42.0,Sensitivity
313,0,42.0,Surprise
314,0,42.0,Sympathy
315,0,44.0,Affection
316,0,44.0,Annoyance
317,0,44.0,Aversion
318,0,44.0,Disquietment
319,0,44.0,Embarrassment
320,0,44.0,Fatigue
321,0,44.0,Fear
322,0,44.0,Happiness
323,0,44.0,Pain
324,0,44.0,Peace
325,0,44.0,Sadness
326,0,44.0,Sensitivity
327,0,44.0,Surprise
328,0,44.0,Sympathy
329,0,46.0,Affection
330,0,46.0,Annoyance
331,0,46.0,Anticipation
332,0,46.0,Aversion
333,0,46.0,Disquietment
334,0,46.0,Embarrassment
335,0,46.0,Fatigue
336,0,46.0,Fear
337,0,46.0,Happiness
338,0,46.0,Pain
339,0,46.0,Peace
340,0,46.0,Sadness
341,0,46.0,Sensitivity
342,0,46.0,Surprise
343,0,46.0,Sympathy
344,0,48.0,Affection
345,0,48.0,Annoyance
346,0,48.0,Aversion
347,0,48.0,Disquietment
348,0,48.0,Embarrassment
349,0,48.0,Fatigue
350,0,48.0,Fear
351,0,48.0,Happiness
352,0,48.0,Pain
353,0,48.0,Peace
354,0,48.0,Sadness
355,0,48.0,Sensitivity
356,0,48.0,Surprise
357,0,48.0,Sympathy
358,0,50.0,Affection
359,0,50.0,Annoyance
360,0,50.0,Anticipation
361,0,50.0,Aversion
362,0,50.0,Disquietment
363,0,50.0,Embarrassment
364,0,50.0,Fatigue
365,0,50.0,Fear
366,0,50.0,Happiness
367,0,50.0,Pain
368,0,50.0,Peace
369,0,50.0,Sadness
370,0,50.0,Sensitivity
371,0,50.0,Surprise
372,0,50.0,Sympathy
373,0,52.0,Affection
374,0,52.0,Annoyance
375,0,52.0,Anticipation
376,0,52.0,Aversion
377,0,52.0,Disquietment
378,0,52.0,Embarrassment
379,0,52.0,Fatigue
380,0,52.0,Fear
381,0,52.0,Happiness
382,0,52.0,Pain
383,0,52.0,Peace
384,0,52.0,Sadness
385,0,52.0,Sensitivity
386,0,52.0,Surprise
387,0,52.0,Sympathy
388,0,54.0,Affection
389,0,54.0,Annoyance
390,0,54.0,Anticipation
391,0,54.0,Aversion
392,0,54.0,Disquietment
393,0,54.0,Embarrassment
394,0,54.0,Fatigue
395,0,54.0,Fear
396,0,54.0,Happiness
397,0,54.0,Pain
398,0,54.0,Peace
399,0,54.0,Sadness
400,0,54.0,Sensitivity
401,0,54.0,Surprise
402,0,54.0,Sympathy
403,0,56.0,Affection
404,0,56.0,Annoyance
405,0,56.0,Anticipation
406,0,56.0,Aversion
407,0,56.0,Disquietment
408,0,56.0,Embarrassment
409,0,56.0,Fatigue
410,0,56.0,Fear
411,0,56.0,Happiness
412,0,56.0,Pain
413,0,56.0,Peace
414,0,56.0,Sadness
415,0,56.0,Sensitivity
416,0,56.0,Surprise
417,0,56.0,Sympathy
418,0,58.0,Affection
419,0,58.0,Annoyance
420,0,58.0,Anticipation
421,0,58.0,Aversion
422,0,58.0,Disquietment
423,0,58.0,Embarrassment
424,0,58.0,Fatigue
425,0,58.0,Fear
426,0,58.0,Happiness
427,0,58.0,Pain
428,0,58.0,Peace
429,0,58.0,Sadness
430,0,58.0,Sensitivity
431,0,58.0,Surprise
432,0,58.0,Sympathy
433,0,60.0,Affection
434,0,60.0,Annoyance
435,0,60.0,Anticipation
436,0,60.0,Aversion
437,0,60.0,Disquietment
438,0,60.0,Embarrassment
439,0,60.0,Fatigue
440,0,60.0,Fear
441,0,60.0,Happiness
442,0,60.0,Pain
443,0,60.0,Peace
444,0,60.0,Sadness
445,0,60.0,Sensitivity
446,0,60.0,Surprise
447,0,60.0,Sympathy
448,0,62.0,Affection
449,0,62.0,Annoyance
450,0,62.0,Anticipation
451,0,62.0,Aversion
452,0,62.0,Disquietment
453,0,62.0,Embarrassment
454,0,62.0,Fatigue
455,0,62.0,Fear
456,0,62.0,Happiness
457,0,62.0,Pain
458,0,62.0,Peace
459,0,62.0,Sadness
460,0,62.0,Sensitivity
461,0,62.0,Surprise
462,0,62.0,Sympathy
463,0,64.0,Affection
464,0,64.0,Annoyance
465,0,64.0,Anticipation
466,0,64.0,Aversion
467,0,64.0,Disquietment
468,0,64.0,Embarrassment
469,0,64.0,Fatigue
470,0,64.0,Fear
471,0,64.0,Happiness
472,0,64.0,Pain
473,0,64.0,Peace
474,0,64.0,Sadness
475,0,64.0,Sensitivity
476,0,64.0,Surprise
477,0,64.0,Sympathy
478,0,66.0,Affection
479,0,66.0,Annoyance
480,0,66.0,Anticipation
481,0,66.0,Aversion
482,0,66.0,Disquietment
483,0,66.0,Embarrassment
484,0,66.0,Fatigue
485,0,66.0,Fear
486,0,66.0,Happiness
487,0,66.0,Pain
488,0,66.0,Peace
489,0,66.0,Sadness
490,0,66.0,Sensitivity
491,0,66.0,Surprise
492,0,66.0,Sympathy
493,0,68.0,Affection
494,0,68.0,Annoyance
495,0,68.0,Anticipation
496,0,68.0,Aversion
497,0,68.0,Disquietment
498,0,68.0,Embarrassment
499,0,68.0,Fatigue
500,0,68.0,Fear
501,0,68.0,Happiness
502,0,68.0,Pain
503,0,68.0,Peace
504,0,68.0,Sadness
505,0,68.0,Sensitivity
506,0,68.0,Surprise
507,0,68.0,Sympathy
508,0,70.0,Affection
509,0,70.0,Annoyance
510,0,70.0,Aversion
511,0,70.0,Disquietment
512,0,70.0,Embarrassment
513,0,70.0,Fatigue
514,0,70.0,Fear
515,0,70.0,Happiness
516,0,70.0,Pain
517,0,70.0,Peace
518,0,70.0,Sadness
519,0,70.0,Sensitivity
520,0,70.0,Surprise
521,0,70.0,Sympathy
522,0,72.0,Affection
523,0,72.0,Annoyance
524,0,72.0,Aversion
525,0,72.0,Disquietment
526,0,72.0,Embarrassment
527,0,72.0,Fatigue
528,0,72.0,Fear
529,0,72.0,Happiness
530,0,72.0,Pain
531,0,72.0,Peace
532,0,72.0,Sadness
533,0,72.0,Sensitivity
534,0,72.0,Surprise
535,0,72.0,Sympathy
536,0,74.0,Affection
537,0,74.0,Annoyance
538,0,74.0,Anticipation
539,0,74.0,Aversion
540,0,74.0,Disquietment
541,0,74.0,Embarrassment
542,0,74.0,Fatigue
543,0,74.0,Fear
544,0,74.0,Happiness
545,0,74.0,Pain
546,0,74.0,Peace
547,0,74.0,Sadness
548,0,74.0,Sensitivity
549,0,74.0,Surprise
550,0,74.0,Sympathy
551,0,76.0,Affection
552,0,76.0,Annoyance
553,0,76.0,Aversion
554,0,76.0,Disquietment
555,0,76.0,Embarrassment
556,0,76.0,Fatigue
557,0,76.0,Fear
558,0,76.0,Happiness
559,0,76.0,Pain
560,0,76.0,Peace
561,0,76.0,Sadness
562,0,76.0,Sensitivity
563,0,76.0,Surprise
564,0,76.0,Sympathy
565,0,78.0,Affection
566,0,78.0,Annoyance
567,0,78.0,Anticipation
568,0,78.0,Aversion
569,0,78.0,Disquietment
570,0,78.0,Embarrassment
571,0,78.0,Fatigue
572,0,78.0,Fear
573,0,78.0,Happiness
574,0,78.0,Pain
575,0,78.0,Peace
576,0,78.0,Sadness
577,0,78.0,Sensitivity
578,0,78.0,Surprise
579,0,78.0,Sympathy
580,0,80.0,Affection
581,0,80.0,Annoyance
582,0,80.0,Anticipation
583,0,80.0,Aversion
584,0,80.0,Disquietment
585,0,80.0,Embarrassment
586,0,80.0,Fatigue
587,0,80.0,Fear
588,0,80.0,Happiness
589,0,80.0,Pain
590,0,80.0,Peace
591,0,80.0,Sadness
592,0,80.0,Sensitivity
593,0,80.0,Surprise
594,0,80.0,Sympathy
595,0,82.0,Affection
596,0,82.0,Annoyance
597,0,82.0,Anticipation
598,0,82.0,Aversion
599,0,82.0,Disquietment
600,0,82.0,Embarrassment
601,0,82.0,Fatigue
602,0,82.0,Fear
603,0,82.0,Happiness
604,0,82.0,Pain
605,0,82.0,Peace
606,0,82.0,Sadness
607,0,82.0,Sensitivity
608,0,82.0,Surprise
609,0,82.0,Sympathy
610,0,84.0,Affection
611,0,84.0,Annoyance
612,0,84.0,Anticipation
613,0,84.0,Disquietment
614,0,84.0,Embarrassment
615,0,84.0,Excitement
616,0,84.0,Fatigue
617,0,84.0,Fear
618,0,84.0,Happiness
619,0,84.0,Pain
620,0,84.0,Peace
621,0,84.0,Sadness
622,0,84.0,Sensitivity
623,0,84.0,Surprise
624,0,84.0,Sympathy
625,0,86.0,Affection
626,0,86.0,Annoyance
627,0,86.0,Aversion
628,0,86.0,Disquietment
629,0,86.0,Embarrassment
630,0,86.0,Fatigue
631,0,86.0,Fear
632,0,86.0,Happiness
633,0,86.0,Pain
634,0,86.0,Peace
635,0,86.0,Sadness
636,0,86.0,Sensitivity
637,0,86.0,Surprise
638,0,86.0,Sympathy
639,0,88.0,Affection
640,0,88.0,Annoyance
641,0,88.0,Aversion
642,0,88.0,Disquietment
643,0,88.0,Embarrassment
644,0,88.0,Fatigue
645,0,88.0,Fear
646,0,88.0,Happiness
647,0,88.0,Pain
648,0,88.0,Peace
649,0,88.0,Sadness
650,0,88.0,Sensitivity
651,0,88.0,Surprise
652,0,88.0,Sympathy
653,0,90.0,Affection
654,0,90.0,Annoyance
655,0,90.0,Anticipation
656,0,90.0,Aversion
657,0,90.0,Disquietment
658,0,90.0,Embarrassment
659,0,90.0,Fatigue
660,0,90.0,Fear
661,0,90.0,Happiness
662,0,90.0,Pain
663,0,90.0,Peace
664,0,90.0,Sadness
665,0,90.0,Sensitivity
666,0,90.0,Surprise
667,0,90.0,Sympathy
668,0,92.0,Affection
669,0,92.0,Annoyance
670,0,92.0,Aversion
671,0,92.0,Disquietment
672,0,92.0,Embarrassment
673,0,92.0,Fatigue
674,0,92.0,Fear
675,0,92.0,Happiness
676,0,92.0,Pain
677,0,92.0,Peace
678,0,92.0,Sadness
679,0,92.0,Sensitivity
680,0,92.0,Surprise
681,0,92.0,Sympathy
682,0,94.0,Affection
683,0,94.0,Annoyance
684,0,94.0,Anticipation
685,0,94.0,Aversion
686,0,94.0,Disquietment
687,0,94.0,Embarrassment
688,0,94.0,Fatigue
689,0,94.0,Fear
690,0,94.0,Happiness
691,0,94.0,Pain
692,0,94.0,Peace
693,0,94.0,Sadness
694,0,94.0,Sensitivity
695,0,94.0,Surprise
696,0,94.0,Sympathy
697,0,96.0,Affection
698,0,96.0,Annoyance
699,0,96.0,Anticipation
700,0,96.0,Aversion
701,0,96.0,Disquietment
702,0,96.0,Embarrassment
703,0,96.0,Fatigue
704,0,96.0,Fear
705,0,96.0,Happiness
706,0,96.0,Pain
707,0,96.0,Peace
708,0,96.0,Sadness
709,0,96.0,Sensitivity
710,0,96.0,Surprise
711,0,96.0,Sympathy
712,0,98.0,Affection
713,0,98.0,Annoyance
714,0,98.0,Anticipation
715,0,98.0,Aversion
716,0,98.0,Disquietment
717,0,98.0,Embarrassment
718,0,98.0,Fatigue
719,0,98.0,Fear
720,0,98.0,Happiness
721,0,98.0,Pain
722,0,98.0,Peace
723,0,98.0,Sadness
724,0,98.0,Sensitivity
725,0,98.0,Surprise
726,0,98.0,Sympathy
727,0,100.0,Affection
728,0,100.0,Annoyance
729,0,100.0,Anticipation
730,0,100.0,Aversion
731,0,100.0,Disquietment
732,0,100.0,Embarrassment
733,0,100.0,Fatigue
734,0,100.0,Fear
735,0,100.0,Happiness
736,0,100.0,Pain
737,0,100.0,Peace
738,0,100.0,Sadness
739,0,100.0,Sensitivity
740,0,100.0,Surprise
741,0,100.0,Sympathy
742,0,102.0,Affection
743,0,102.0,Annoyance
744,0,102.0,Anticipation
745,0,102.0,Aversion
746,0,102.0,Disquietment
747,0,102.0,Embarrassment
748,0,102.0,Fatigue
749,0,102.0,Fear
750,0,102.0,Happiness
751,0,102.0,Pain
752,0,102.0,Peace
753,0,102.0,Sadness
754,0,102.0,Sensitivity
755,0,102.0,Surprise
756,0,102.0,Sympathy
757,0,104.0,Affection
758,0,104.0,Annoyance
759,0,104.0,Aversion
760,0,104.0,Disquietment
761,0,104.0,Embarrassment
762,0,104.0,Fatigue
763,0,104.0,Fear
764,0,104.0,Happiness
765,0,104.0,Pain
766,0,104.0,Peace
767,0,104.0,Sadness
768,0,104.0,Sensitivity
769,0,104.0,Surprise
770,0,104.0,Sympathy
771,0,106.0,Affection
772,0,106.0,Annoyance
773,0,106.0,Aversion
774,0,106.0,Disquietment
775,0,106.0,Embarrassment
776,0,106.0,Fatigue
777,0,106.0,Fear
778,0,106.0,Happiness
779,0,106.0,Pain
780,0,106.0,Peace
781,0,106.0,Sadness
782,0,106.0,Sensitivity
783,0,106.0,Surprise
784,0,106.0,Sympathy
785,0,108.0,Affection
786,0,108.0,Annoyance
787,0,108.0,Anticipation
788,0,108.0,Aversion
789,0,108.0,Disquietment
790,0,108.0,Embarrassment
791,0,108.0,Fatigue
792,0,108.0,Fear
793,0,108.0,Happiness
794,0,108.0,Pain
795,0,108.0,Peace
796,0,108.0,Sadness
797,0,108.0,Sensitivity
798,0,108.0,Surprise
799,0,108.0,Sympathy
800,0,110.0,Affection
801,0,110.0,Annoyance
802,0,110.0,Aversion
803,0,110.0,Disquietment
804,0,110.0,Embarrassment
805,0,110.0,Fatigue
806,0,110.0,Fear
807,0,110.0,Happiness
808,0,110.0,Pain
809,0,110.0,Peace
810,0,110.0,Sadness
811,0,110.0,Sensitivity
812,0,110.0,Surprise
813,0,110.0,Sympathy
814,0,112.0,Affection
815,0,112.0,Annoyance
816,0,112.0,Aversion
817,0,112.0,Disquietment
818,0,112.0,Embarrassment
819,0,112.0,Fatigue
820,0,112.0,Fear
821,0,112.0,Happiness
822,0,112.0,Pain
823,0,112.0,Peace
824,0,112.0,Sadness
825,0,112.0,Sensitivity
826,0,112.0,Surprise
827,0,112.0,Sympathy
828,0,114.0,Affection
829,0,114.0,Annoyance
830,0,114.0,Anticipation
831,0,114.0,Aversion
832,0,114.0,Disquietment
833,0,114.0,Embarrassment
834,0,114.0,Fatigue
835,0,114.0,Fear
836,0,114.0,Happiness
837,0,114.0,Pain
838,0,114.0,Peace
839,0,114.0,Sadness
840,0,114.0,Sensitivity
841,0,114.0,Surprise
842,0,114.0,Sympathy
843,0,116.0,Affection
844,0,116.0,Annoyance
845,0,116.0,Anticipation
846,0,116.0,Aversion
847,0,116.0,Disquietment
848,0,116.0,Embarrassment
849,0,116.0,Fatigue
850,0,116.0,Fear
851,0,116.0,Happiness
852,0,116.0,Pain
853,0,116.0,Peace
854,0,116.0,Sadness
855,0,116.0,Sensitivity
856,0,116.0,Surprise
857,0,116.0,Sympathy
858,0,118.0,Affection
859,0,118.0,Annoyance
860,0,118.0,Anticipation
861,0,118.0,Aversion
862,0,118.0,Disquietment
863,0,118.0,Embarrassment
864,0,118.0,Fatigue
865,0,118.0,Fear
866,0,118.0,Happiness
867,0,118.0,Pain
868,0,118.0,Peace
869,0,118.0,Sadness
870,0,118.0,Sensitivity
871,0,118.0,Surprise
872,0,118.0,Sympathy
873,0,120.0,Affection
874,0,120.0,Annoyance
875,0,120.0,Anticipation
876,0,120.0,Aversion
877,0,120.0,Disquietment
878,0,120.0,Embarrassment
879,0,120.0,Fatigue
880,0,120.0,Fear
881,0,120.0,Happiness
882,0,120.0,Pain
883,0,120.0,Peace
884,0,120.0,Sadness
885,0,120.0,Sensitivity
886,0,120.0,Surprise
887,0,120.0,Sympathy
888,0,122.0,Anticipation
889,0,122.0,Confidence
890,0,122.0,Excitement
891,0,122.0,Fatigue
892,0,122.0,Happiness
893,0,122.0,Peace
894,0,124.0,Affection
895,0,124.0,Annoyance
896,0,124.0,Aversion
897,0,124.0,Disquietment
898,0,124.0,Embarrassment
899,0,124.0,Fatigue
900,0,124.0,Fear
901,0,124.0,Happiness
902,0,124.0,Pain
903,0,124.0,Peace
904,0,124.0,Sadness
905,0,124.0,Sensitivity
906,0,124.0,Surprise
907,0,124.0,Sympathy
908,0,126.0,Affection
909,0,126.0,Annoyance
910,0,126.0,Anticipation
911,0,126.0,Aversion
912,0,126.0,Disquietment
913,0,126.0,Embarrassment
914,0,126.0,Fatigue
915,0,126.0,Fear
916,0,126.0,Happiness
917,0,126.0,Pain
918,0,126.0,Peace
919,0,126.0,Sadness
920,0,126.0,Sensitivity
921,0,126.0,Surprise
922,0,126.0,Sympathy
923,0,128.0,Affection
924,0,128.0,Annoyance
925,0,128.0,Anticipation
926,0,128.0,Aversion
927,0,128.0,Disquietment
928,0,128.0,Embarrassment
929,0,128.0,Fatigue
930,0,128.0,Fear
931,0,128.0,Happiness
932,0,128.0,Pain
933,0,128.0,Peace
934,0,128.0,Sadness
935,0,128.0,Sensitivity
936,0,128.0,Surprise
937,0,128.0,Sympathy
938,0,130.0,Affection
939,0,130.0,Annoyance
940,0,130.0,Aversion
941,0,130.0,Disquietment
942,0,130.0,Embarrassment
943,0,130.0,Fatigue
944,0,130.0,Fear
945,0,130.0,Happiness
946,0,130.0,Pain
947,0,130.0,Peace
948,0,130.0,Sadness
949,0,130.0,Sensitivity
950,0,130.0,Surprise
951,0,130.0,Sympathy
952,0,132.0,Affection
953,0,132.0,Annoyance
954,0,132.0,Anticipation
955,0,132.0,Aversion
956,0,132.0,Disquietment
957,0,132.0,Embarrassment
958,0,132.0,Fatigue
959,0,132.0,Fear
960,0,132.0,Happiness
961,0,132.0,Pain
962,0,132.0,Peace
963,0,132.0,Sadness
964,0,132.0,Sensitivity
965,0,132.0,Surprise
966,0,132.0,Sympathy
967,0,134.0,Affection
968,0,134.0,Annoyance
969,0,134.0,Anticipation
970,0,134.0,Aversion
971,0,134.0,Disquietment
972,0,134.0,Embarrassment
973,0,134.0,Fatigue
974,0,134.0,Fear
975,0,134.0,Happiness
976,0,134.0,Pain
977,0,134.0,Peace
978,0,134.0,Sadness
979,0,134.0,Sensitivity
980,0,134.0,Surprise
981,0,134.0,Sympathy
982,0,136.0,Affection
983,0,136.0,Annoyance
984,0,136.0,Anticipation
985,0,136.0,Aversion
986,0,136.0,Disquietment
987,0,136.0,Embarrassment
988,0,136.0,Fatigue
989,0,136.0,Fear
990,0,136.0,Happiness
991,0,136.0,Pain
992,0,136.0,Peace
993,0,136.0,Sadness
994,0,136.0,Sensitivity
995,0,136.0,Surprise
996,0,136.0,Sympathy
997,0,138.0,Affection
998,0,138.0,Annoyance
999,0,138.0,Anticipation
1000,0,138.0,Aversion
1001,0,138.0,Disquietment
1002,0,138.0,Embarrassment
1003,0,138.0,Fatigue
1004,0,138.0,Fear
1005,0,138.0,Happiness
1006,0,138.0,Pain
1007,0,138.0,Peace
1008,0,138.0,Sadness
1009,0,138.0,Sensitivity
1010,0,138.0,Surprise
1011,0,138.0,Sympathy
1012,0,140.0,Affection
1013,0,140.0,Annoyance
1014,0,140.0,Anticipation
1015,0,140.0,Aversion
1016,0,140.0,Disquietment
1017,0,140.0,Embarrassment
1018,0,140.0,Fatigue
1019,0,140.0,Fear
1020,0,140.0,Happiness
1021,0,140.0,Pain
1022,0,140.0,Peace
1023,0,140.0,Sadness
1024,0,140.0,Sensitivity
1025,0,140.0,Surprise
1026,0,140.0,Sympathy
1027,0,142.0,Affection
1028,0,142.0,Annoyance
1029,0,142.0,Anticipation
1030,0,142.0,Aversion
1031,0,142.0,Disquietment
1032,0,142.0,Embarrassment
1033,0,142.0,Fatigue
1034,0,142.0,Fear
1035,0,142.0,Happiness
1036,0,142.0,Pain
1037,0,142.0,Peace
1038,0,142.0,Sadness
1039,0,142.0,Sensitivity
1040,0,142.0,Surprise
1041,0,142.0,Sympathy
1042,0,144.0,Affection
1043,0,144.0,Annoyance
1044,0,144.0,Aversion
1045,0,144.0,Disquietment
